inp,output,flag,username,timestamp
/workspace/TSOA-Emlops-Deep-Learning-package/temp/flagged/inp/8df12a6c901ce86964fdaf522848f1668104bc09/tmpzkf_qqsl.png,/workspace/TSOA-Emlops-Deep-Learning-package/temp/flagged/output/tmp9jmotmsv.json,,,2023-08-14 12:28:29.951310
